query	301	International Organized Crime
query	302	Poliomyelitis and Post-Polio
query	303	Hubble Telescope Achievements
query	304	Endangered Species (Mammals)
query	305	Most Dangerous Vehicles
query	306	African Civilian Deaths
query	307	New Hydroelectric Projects
query	308	Implant Dentistry
query	309	Rap and Crime
query	310	Radio Waves and Brain Cancer
query	311	Industrial Espionage
query	312	Hydroponics
query	313	Magnetic Levitation-Maglev
query	314	Marine Vegetation
query	315	Unexplained Highway Accidents
query	316	Polygamy Polyandry Polygyny
query	317	Unsolicited Faxes
query	318	Best Retirement Country
query	319	New Fuel Sources
query	320	Undersea Fiber Optic Cable
query	321	Women in Parliaments
query	322	International Art Crime
query	323	Literary/Journalistic Plagiarism
query	324	Argentine/British Relations
query	325	Cult Lifestyles
query	326	Ferry Sinkings
query	327	Modern Slavery
query	328	Pope Beatifications
query	329	Mexican Air Pollution
query	330	Iran-Iraq Cooperation
query	331	World Bank Criticism
query	332	Income Tax Evasion
query	333	Antibiotics Bacteria Disease
query	334	Export Controls Cryptography
query	335	Adoptive Biological Parents
query	336	Black Bear Attacks
query	337	Viral Hepatitis
query	338	Risk of Aspirin
query	339	Alzheimer's Drug Treatment
query	340	Land Mine Ban
query	341	Airport Security
query	342	Diplomatic Expulsion
query	343	Police Deaths
query	344	Abuses of E-Mail
query	345	Overseas Tobacco Sales
query	346	Educational Standards
query	347	Wildlife Extinction
query	348	Agoraphobia
query	349	Metabolism
query	350	Health and Computer Terminals
query	351	Falkland petroleum exploration
query	352	British Chunnel impact
query	353	Antarctica exploration
query	354	journalist risks
query	355	ocean remote sensing
query	356	postmenopausal estrogen Britain
query	357	territorial waters dispute
query	358	blood-alcohol fatalities
query	359	mutual fund predictors
query	360	drug legalization benefits
query	361	clothing sweatshops
query	362	human smuggling
query	363	transportation tunnel disasters
query	364	rabies
query	365	El Nino
query	366	commercial cyanide uses
query	367	piracy
query	368	in vitro fertilization
query	369	anorexia nervosa bulimia
query	370	food/drug laws
query	371	health insurance holistic
query	372	Native American casino
query	373	encryption equipment export
query	374	Nobel prize winners
query	375	hydrogen energy
query	376	World Court
query	377	cigar smoking
query	378	euro opposition
query	379	mainstreaming
query	380	obesity medical treatment
